,Gershgorin,DeVille,Algorithm 2(k=1),Algorithm 2(k=2),eigenvalue,Gershgorin_time,DeVille_time,Algorithm 2(k=1)_time,Algorithm 2(k=2)_time,eigenvalue_time,eps
162,-6.927115850649128,-6.927115850649128,-4.373612914173998,-1.0690062574149377,0.49999999999999944,2.7894973754882812e-05,7.915496826171875e-05,0.0001437664031982422,0.0002570152282714844,4.410743713378906e-05,0.5
163,-4.446696516395404,-4.446696516395404,-1.5052671076810704,-1.0662061782182795,0.4999999999999997,2.8133392333984375e-05,7.987022399902344e-05,0.00015115737915039062,0.0002701282501220703,4.291534423828125e-05,0.5
164,-2.504052365157408,-2.504052365157408,-1.1030744075551056,-0.9093215840805697,0.4999999999999995,2.8133392333984375e-05,7.987022399902344e-05,0.00014519691467285156,0.0002586841583251953,4.7206878662109375e-05,0.5
165,-4.334232202101098,-4.334232202101098,-3.042932919896614,-0.9077733092906204,0.4999999999999994,2.6941299438476562e-05,8.392333984375e-05,0.0001480579376220703,0.0002579689025878906,4.8160552978515625e-05,0.5
166,-2.0174391444854662,-2.0174391444854662,-1.1589418407005814,-0.9062433957167156,0.49999999999999967,3.4809112548828125e-05,8.0108642578125e-05,0.00014495849609375,0.0002560615539550781,4.601478576660156e-05,0.5
167,-3.0014508869516554,-3.0014508869516554,-2.1704257015443726,-0.8734982544256116,0.49999999999999944,3.1948089599609375e-05,8.296966552734375e-05,0.00014472007751464844,0.0002551078796386719,4.601478576660156e-05,0.5
168,-2.6481629897496797,-2.5679374409212383,-1.2734183756386888,-0.8358188237068878,0.49999999999999967,2.6702880859375e-05,0.0001289844512939453,0.0001442432403564453,0.000270843505859375,4.315376281738281e-05,0.5
169,-2.9844646524062197,-2.9844646524062197,-1.0480731750846206,-0.8068461870423471,0.49999999999999967,2.6941299438476562e-05,7.82012939453125e-05,0.00015306472778320312,0.0002598762512207031,4.601478576660156e-05,0.5
170,-4.448696523913696,-4.448696523913696,-0.5901804033557574,-0.5743077304616433,0.4999999999999998,3.1948089599609375e-05,7.891654968261719e-05,0.0001499652862548828,0.00025391578674316406,4.124641418457031e-05,0.5
171,-1.8745605597381345,-1.8745605597381345,-0.9794315151883644,-0.5608766749942672,0.4999999999999997,2.7894973754882812e-05,7.915496826171875e-05,0.00014495849609375,0.0002570152282714844,5.507469177246094e-05,0.5
172,-5.2697532832382805,-5.2697532832382805,-0.48520809271723464,-0.47478088426328136,0.49999999999999967,2.8133392333984375e-05,8.106231689453125e-05,0.00015211105346679688,0.00025963783264160156,4.7206878662109375e-05,0.5
173,-3.3024512966734623,-3.3024512966734623,-2.0971050678850007,-0.3408797526364554,0.49999999999999956,2.7179718017578125e-05,8.082389831542969e-05,0.00014495849609375,0.00027108192443847656,5.3882598876953125e-05,0.5
174,-3.2468425474816907,-3.2468425474816907,-0.8152864962090485,-0.29039080199927625,0.49999999999999967,2.7894973754882812e-05,8.511543273925781e-05,0.00014901161193847656,0.0002529621124267578,4.506111145019531e-05,0.5
175,-4.025793002286448,-4.025793002286448,-1.430933643370543,-0.22393992920202987,0.4999999999999997,2.8133392333984375e-05,7.891654968261719e-05,0.00014519691467285156,0.0002760887145996094,4.673004150390625e-05,0.5
176,-4.564772927214461,-4.474893049933835,-2.0961284564307197,-0.21507741537378788,0.4999999999999998,2.8133392333984375e-05,0.000141143798828125,0.0001647472381591797,0.00025582313537597656,4.506111145019531e-05,0.5
177,-4.48605638030708,-4.48605638030708,-1.950172153089627,-0.1255064003412789,0.4999999999999996,2.6702880859375e-05,7.915496826171875e-05,0.00014400482177734375,0.0002548694610595703,5.316734313964844e-05,0.5
178,-2.720723294622686,-2.720723294622686,-1.6709455138400289,0.06415707477673027,0.4999999999999994,2.7894973754882812e-05,8.797645568847656e-05,0.0001468658447265625,0.00026917457580566406,4.57763671875e-05,0.5
179,-4.887909235404331,-4.887909235404331,-0.26942539723440895,0.0672703547002601,0.4999999999999997,2.7179718017578125e-05,7.891654968261719e-05,0.0001399517059326172,0.0002300739288330078,5.3882598876953125e-05,0.5
180,-2.753296175065179,-2.5303499396067535,-0.9620632423342244,0.14887899892140766,0.4999999999999991,2.7894973754882812e-05,0.00013113021850585938,0.00015592575073242188,0.0002601146697998047,5.1021575927734375e-05,0.5
181,-1.507788412715638,-1.507788412715638,0.3016036867586621,0.3016036867586621,0.4999999999999996,2.7894973754882812e-05,8.511543273925781e-05,0.00012183189392089844,0.00014090538024902344,4.220008850097656e-05,0.5
182,-2.073300193376439,-1.668792140451543,0.30436188561040045,0.30436188561040045,0.49999999999999967,2.6702880859375e-05,0.0001342296600341797,0.00012993812561035156,0.00016689300537109375,5.2928924560546875e-05,0.5
183,-3.018120542689442,-3.018120542689442,0.31253777339596567,0.31253777339596567,0.4999999999999999,2.7179718017578125e-05,7.772445678710938e-05,0.00013208389282226562,0.00015497207641601562,4.1961669921875e-05,0.5
184,-4.12074121651686,-4.12074121651686,0.3166366195745578,0.3166366195745578,0.49999999999999956,2.7894973754882812e-05,8.106231689453125e-05,0.0001590251922607422,0.0001690387725830078,4.601478576660156e-05,0.5
185,-3.427084587584438,-3.3806087861817833,0.3247469079049366,0.3247469079049366,0.4999999999999997,2.7179718017578125e-05,0.00013184547424316406,0.0001430511474609375,0.00018787384033203125,4.9114227294921875e-05,0.5
186,-1.4162451241609748,-1.4162451241609748,0.3360950199516226,0.3360950199516226,0.49999999999999967,2.6941299438476562e-05,7.891654968261719e-05,0.00011920928955078125,0.00013971328735351562,4.601478576660156e-05,0.5
187,-2.705966719126466,-2.705966719126466,0.34418592880146054,0.34418592880146054,0.4999999999999999,2.6941299438476562e-05,7.891654968261719e-05,0.00014781951904296875,0.00016570091247558594,4.506111145019531e-05,0.5
188,-2.8065877945289888,-2.8065877945289888,0.34478160896164856,0.34478160896164856,0.49999999999999956,2.8133392333984375e-05,7.772445678710938e-05,0.0001480579376220703,0.00016999244689941406,4.506111145019531e-05,0.5
189,-1.2195386295158883,-1.2195386295158883,0.3561168061011446,0.3561168061011446,0.49999999999999967,2.7179718017578125e-05,7.891654968261719e-05,0.00013518333435058594,0.00015592575073242188,4.38690185546875e-05,0.5
190,-2.58305569365657,-2.493803056738124,0.35841334007156384,0.35841334007156384,0.49999999999999983,2.7894973754882812e-05,0.0001308917999267578,0.00014328956604003906,0.00017881393432617188,4.506111145019531e-05,0.5
191,-2.735060480889965,-2.735060480889965,0.36164726729157837,0.36164726729157837,0.49999999999999956,2.7179718017578125e-05,7.82012939453125e-05,0.00013899803161621094,0.00016999244689941406,4.1961669921875e-05,0.5
192,-1.9163453348737387,-1.7752863581852485,0.3675805410510812,0.3675805410510812,0.4999999999999999,2.7894973754882812e-05,0.0001289844512939453,0.00013113021850585938,0.00015282630920410156,4.410743713378906e-05,0.5
193,-2.5274501472921473,-2.5274501472921473,0.37123308522014753,0.37123308522014753,0.49999999999999956,2.7894973754882812e-05,8.0108642578125e-05,0.00014495849609375,0.0001671314239501953,4.57763671875e-05,0.5
194,-1.9377949055180448,-1.9377949055180448,0.3772378787856914,0.3772378787856914,0.4999999999999995,3.0994415283203125e-05,7.796287536621094e-05,0.00013327598571777344,0.00015473365783691406,4.506111145019531e-05,0.5
195,-2.322135400048628,-1.8478134771366794,0.3880707305589114,0.3880707305589114,0.4999999999999998,2.6702880859375e-05,0.00012803077697753906,0.0001468658447265625,0.00017309188842773438,4.7206878662109375e-05,0.5
196,-0.9823262089326588,-0.9823262089326588,0.3937204262893389,0.3937204262893389,0.4999999999999998,2.7894973754882812e-05,8.0108642578125e-05,0.00012612342834472656,0.00014901161193847656,4.506111145019531e-05,0.5
197,-2.515644063361983,-2.4504947408174855,0.4244216834702722,0.4244216834702722,0.4999999999999997,2.7894973754882812e-05,0.00013113021850585938,0.0001430511474609375,0.0001659393310546875,4.1961669921875e-05,0.5
198,-2.5302692314029223,-2.4635334370966917,0.434347620487483,0.434347620487483,0.4999999999999996,2.7894973754882812e-05,0.00012803077697753906,0.0001442432403564453,0.00018477439880371094,4.601478576660156e-05,0.5
199,-1.416867634656057,-1.302147601741944,0.4397346989411663,0.4397346989411663,0.4999999999999999,2.7894973754882812e-05,0.00013017654418945312,0.00015997886657714844,0.0001659393310546875,4.506111145019531e-05,0.5
200,-6.447552255308982,-6.447552255308982,-6.351278296867136,-6.1908800746736645,0.10000000000000017,2.8133392333984375e-05,7.987022399902344e-05,0.00014519691467285156,0.0002548694610595703,4.887580871582031e-05,0.1
201,-7.804978403823491,-7.804978403823491,-5.7069415846247455,-5.458636067014145,0.09999999999999981,2.7179718017578125e-05,7.987022399902344e-05,0.0001442432403564453,0.0002579689025878906,4.6253204345703125e-05,0.1
202,-7.01565220676734,-7.01565220676734,-4.810190829426462,-4.81019082942646,0.1249754507471965,3.4809112548828125e-05,8.320808410644531e-05,0.0001621246337890625,0.00026106834411621094,4.982948303222656e-05,0.1
203,-6.644260560266248,-6.579258874025095,-5.109179957648746,-4.795177444942305,0.11035461984593119,3.504753112792969e-05,0.0001399517059326172,0.00014638900756835938,0.0002608299255371094,4.982948303222656e-05,0.1
204,-6.270599442332086,-5.9447915509062295,-4.742342641547509,-4.742342641547506,0.10000000000000024,2.7179718017578125e-05,0.00013184547424316406,0.00014519691467285156,0.00027108192443847656,5.078315734863281e-05,0.1
205,-7.794119664544098,-7.794119664544098,-4.776273308925589,-4.595340264614423,0.09999999999999926,2.6941299438476562e-05,8.106231689453125e-05,0.00014495849609375,0.0002570152282714844,4.9114227294921875e-05,0.1
206,-7.268618621376176,-7.268618621376176,-5.222309200447945,-4.27687760465823,0.09999999999999892,2.7179718017578125e-05,7.891654968261719e-05,0.00014400482177734375,0.00029087066650390625,5.125999450683594e-05,0.1
207,-6.310857330927593,-6.219888406124575,-5.666287722680393,-4.197074816913535,0.10507807001778889,3.409385681152344e-05,0.0001418590545654297,0.0001442432403564453,0.00025391578674316406,5.1975250244140625e-05,0.1
208,-8.39206079792653,-8.39206079792653,-5.480324975904736,-4.15333797491221,0.19551478979812098,3.504753112792969e-05,9.298324584960938e-05,0.00014781951904296875,0.0002560615539550781,5.412101745605469e-05,0.1
209,-8.896783179863942,-7.429611606815733,-4.11039394582129,-3.942992750422385,0.10137072907425003,3.528594970703125e-05,0.00012803077697753906,0.0001437664031982422,0.00025916099548339844,5.984306335449219e-05,0.1
210,-6.007654702540757,-5.848838583544637,-4.826394279283444,-3.732871338043578,0.09999999999999959,2.8133392333984375e-05,0.0001308917999267578,0.00014519691467285156,0.0002579689025878906,4.482269287109375e-05,0.1
211,-5.109460347609842,-4.854577312364983,-4.116161812610738,-3.5665729425395867,0.10000000000000016,2.7179718017578125e-05,0.00012969970703125,0.0001430511474609375,0.00026917457580566406,5.0067901611328125e-05,0.1
212,-7.068891404818252,-7.068891404818252,-4.130586003456928,-3.4629379144268664,0.09999999999999984,2.8133392333984375e-05,7.987022399902344e-05,0.00015211105346679688,0.0002639293670654297,5.1975250244140625e-05,0.1
